Accession	Length	E-value	Definition	Organism	Taxonomy	Release Year	query_start	query_end	subject_start	subject_end	Align_Length	Query_Length	Identity(%)	Coverage(%)	Pass_Filter
OZ346057	30334820	0.38		Symphodus bailloni	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Labriformes; Labridae; Symphodus	2025	1	22	24773261	24773282	22	22	100.00	100.00	YES
MN385595	1225	0.38		Lymnaea stagnalis	Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Lymnaeidae; Lymnaea	2020	1	22	31	52	22	22	100.00	100.00	YES
MN045332	528	0.38		synthetic construct	other sequences; artificial sequences	2020	1	22	218	239	22	22	100.00	100.00	YES
MN045331	528	0.38		synthetic construct	other sequences; artificial sequences	2020	1	22	218	239	22	22	100.00	100.00	YES
PV223879	5220	0.38		synthetic construct	other sequences; artificial sequences	2025	1	22	3724	3745	22	22	100.00	100.00	YES
OZ235159	29632500	0.38		Symphodus tinca	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Labriformes; Labridae; Symphodus	2025	1	22	4562657	4562678	22	22	100.00	100.00	YES
MN135770	4325	0.38		uncultured Turicimonas sp.	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Turicimonas; environmental samples	2019	1	22	67	88	22	22	100.00	100.00	YES
MN135769	4168	0.38		uncultured Turicimonas sp.	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Turicimonas; environmental samples	2019	1	22	61	82	22	22	100.00	100.00	YES
MN135768	4114	0.38		uncultured Parasutterella sp.	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; environmental samples	2019	1	22	66	87	22	22	100.00	100.00	YES
MN135767	4379	0.38		uncultured Parasutterella sp.	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; environmental samples	2019	1	22	66	87	22	22	100.00	100.00	YES
MN135765	4375	0.38		uncultured Parasutterella sp.	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; environmental samples	2019	1	22	65	86	22	22	100.00	100.00	YES
MN135764	4151	0.38		uncultured Parasutterella sp.	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; environmental samples	2019	1	22	60	81	22	22	100.00	100.00	YES
MN135763	4135	0.38		uncultured Parasutterella sp.	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; environmental samples	2019	1	22	55	76	22	22	100.00	100.00	YES
MN135762	4323	0.38		uncultured Parasutterella sp.	Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; environmental samples	2019	1	22	43	64	22	22	100.00	100.00	YES
PQ551090	5370	0.38		Escherichia phage GR8	Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae	2025	1	22	1503	1524	22	22	100.00	100.00	YES
PV031625	491	0.38		Anopheles freeborni	Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicoidea; Culicidae; Anophelinae; Anopheles	2025	1	22	1	22	22	22	100.00	100.00	YES
PQ479934	5386	0.38		Salmonella phage PJNS001	Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae	2024	1	22	5076	5097	22	22	100.00	100.00	YES
XM_024719807	528	0.38		Plasmopara halstedii	Eukaryota; Sar; Stramenopiles; Oomycota; Peronosporomycetes; Peronosporales; Peronosporaceae; Plasmopara	2020	1	22	218	239	22	22	100.00	100.00	YES
PP501405	5513	0.38		Salmonella phage SP14	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes	2024	1	22	2281	2302	22	22	100.00	100.00	YES
MT947439	5386	0.38		Protaetiibacter phage SSC1	Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae; Bullavirinae; Sinsheimervirus; Sinsheimervirus phiX174	2020	1	22	5076	5097	22	22	100.00	100.00	YES
MN266305	5386	0.38		Shigella phage SGF3	Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae; Bullavirinae; Sinsheimervirus	2019	1	22	597	618	22	22	100.00	100.00	YES
MH378443	5386	0.38		Sinsheimervirus phiX174	Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae; Bullavirinae; Sinsheimervirus	2018	1	22	2612	2633	22	22	100.00	100.00	YES
MH378442	5386	0.38		Sinsheimervirus phiX174	Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae; Bullavirinae; Sinsheimervirus	2018	1	22	2612	2633	22	22	100.00	100.00	YES
MH378441	5386	0.38		Sinsheimervirus phiX174	Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae; Bullavirinae; Sinsheimervirus	2018	1	22	2612	2633	22	22	100.00	100.00	YES
KY653237	5387	0.38		Salmonella phage alphaalpha	Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae; Bullavirinae; Sinsheimervirus; Sinsheimervirus phiX174	2017	1	22	2612	2633	22	22	100.00	100.00	YES
